SYMBOL	fold
Exoc4	1
Exoc5	8
Exoc6	7
Exoc6b	2
Exoc7	3
Exoc8	3
Exog	6
Exosc1	3
Exosc10	8
Exosc2	9
Exosc3	7
Exosc4	2
Exosc5	4
Exosc7	9
Exosc8	9
Exosc9	2
Ext1	1
Ext2	3
Extl2	4
Extl3	5
Eya1	1
Eya3	6
Eya4	7
Ezh1	0
Ezh2	0
Ezr	3
F11r	6
F13a1	9
F2r	9
F2rl1	8
F3	2
F8a	4
Faah	3
Faap100	2
Faap20	8
Faap24	1
Fabp3	1
Fabp4	0
Fabp5	9
Fabp7	8
Fadd	4
Fads1	8
Fads2	9
Fads3	2
Fads6	5
Faf1	3
Faf2	2
Fah	9
Fahd1	5
Fahd2a	8
Faim	8
Fam102a	7
Fam102b	7
Fam104a	8
Fam107b	4
Fam110a	3
Fam110b	4
Fam111a	0
Fam114a1	6
Fam114a2	8
Fam117a	1
Fam117b	8
Fam118a	2
Fam118b	1
Fam120a	5
Fam120b	6
Fam120c	2
Fam122a	7
Fam122b	1
Fam124a	6
Fam126a	3
Fam126b	8
Fam129a	8
Fam129b	8
Fam131a	4
Fam131b	9
Fam133b	1
Fam135a	6
Fam136a	6
Fam13a	1
Fam13b	9
Fam13c	8
Fam149b	5
Fam151b	2
Fam160a1	3
Fam160a2	4
Fam160b1	0
Fam160b2	9
Fam161b	2
Fam162a	4
Fam168a	6
Fam168b	6
Fam169a	1
Fam171a1	2
Fam171a2	5
Fam171b	8
Fam172a	0
Fam173a	2
Fam174a	8
Fam174b	6
Fam174c	3
Fam185a	8
Fam189a2	0
Fam189b	9
Fam192a	4
Fam193a	5
Fam193b	7
Fam199x	2
Fam204a	6
Fam207a	4
Fam20a	4
Fam20b	7
Fam20c	6
Fam210a	9
Fam210b	2
Fam214a	9
Fam214b	9
Fam216a	0
Fam219a	7
Fam219b	6
Fam221a	3
Fam222a	7
Fam222b	2
Fam234a	8
Fam234b	8
Fam241a	5
Fam241b	5
Fam25c	2
Fam32a	4
Fam3a	0
Fam3c	5
Fam43a	9
Fam45a	8
Fam49a	9
Fam49b	2
Fam50a	6
Fam53a	8
Fam53b	3
Fam53c	3
Fam57a	6
Fam72a	7
Fam76a	2
Fam76b	4
Fam83d	1
Fam83g	4
Fam83h	6
Fam89a	6
Fam8a1	4
Fam91a1	7
Fam92a	1
Fam98a	1
Fam98b	7
Fam98c	2
Fan1	6
Fanca	9
Fancb	3
Fancc	8
Fancd2	8
Fance	3
Fancf	4
Fancg	9
Fanci	4
Fancl	8
Fancm	7
Far1	1
Farp1	8
Farp2	3
Fars2	0
Farsa	1
Farsb	8
Fas	8
Fasn	1
Fastk	7
Fastkd1	0
Fastkd2	4
Fastkd3	6
Fastkd5	0
Fat1	6
Fat4	0
Fau	9
Faxc	4
Fbf1	1
Fbh1	1
Fbl	8
Fblim1	9
Fbln1	7
Fbln2	5
Fbln5	4
Fbn1	4
Fbrs	9
Fbrsl1	2
Fbxl12	0
Fbxl14	4
Fbxl15	7
Fbxl16	7
Fbxl17	7
Fbxl18	1
Fbxl19	0
Fbxl2	5
Fbxl20	2
Fbxl3	8
Fbxl4	2
Fbxl5	2
Fbxl6	1
Fbxl8	0
Fbxo10	0
Fbxo11	9
Fbxo16	9
Fbxo2	3
Fbxo21	5
Fbxo22	8
Fbxo25	5
Fbxo28	5
Fbxo3	7
Fbxo30	5
Fbxo31	5
Fbxo32	7
Fbxo33	4
Fbxo34	9
Fbxo36	9
Fbxo38	5
Fbxo4	2
Fbxo42	9
Fbxo44	6
Fbxo45	5
Fbxo46	2
Fbxo5	4
Fbxo6	9
Fbxo7	7
Fbxo8	8
Fbxo9	6
Fbxw11	3
Fbxw17	8
Fbxw2	2
Fbxw4	1
Fbxw5	2
Fbxw7	4
Fbxw8	5
Fbxw9	5
Fcer1g	7
Fcf1	7
Fcgr1	9
Fcgr2b	9
Fcgr3	2
Fcgrt	9
Fcho1	8
Fcho2	8
Fchsd1	3
Fchsd2	7
Fcor	0
Fcrls	6
Fcsk	6
Fdft1	0
Fdps	8
Fdx1	0
Fdx2	3
Fdxacb1	3
Fdxr	4
Fech	3
Fem1a	8
Fem1b	4
Fem1c	5
Fen1	1
Fer	4
Fermt2	9
Fermt3	4
Fes	0
Fetub	3
Fez1	4
Fez2	5
Fgd1	2
Fgd3	0
Fgd4	3
Fgd5	6
Fgd6	9
Fgf1	7
Fgf13	1
Fgfbp1	8
Fgfbp3	9
Fgfr1	3
Fgfr1op	5
Fgfr1op2	9
Fgfr2	2
Fgfr3	1
Fgfrl1	3
Fggy	7
Fgl2	7
Fh1	0
Fhdc1	0
Fhit	9
Fhl1	9
Fhl2	9
Fhl3	8
Fhod1	7
Fhod3	1
Fibin	0
Fibp	3
Ficd	3
Fig4	7
Fign	4
Fignl1	8
Filip1l	9
Fip1l1	6
Fis1	0
Fitm2	1
Fiz1	0
Fjx1	2
Fkbp10	5
Fkbp11	2
Fkbp14	8
Fkbp15	5
Fkbp1a	0
Fkbp1b	7
Fkbp2	5
Fkbp3	5
Fkbp4	8
Fkbp5	3
Fkbp7	5
Fkbp8	7
Fkbp9	7
Fkbpl	3
Fkrp	3
Fktn	7
Flad1	8
Flcn	1
Fli1	7
Flii	6
Flna	8
Flnb	0
Flnc	8
Flot1	6
Flot2	6
Flrt1	5
Flrt2	2
Flrt3	9
Flt1	7
Flt4	6
Flvcr1	1
Flvcr2	3
Flywch1	9
Flywch2	4
Fmc1	0
Fmn1	0
Fmnl1	6
Fmnl2	7
Fmnl3	4
Fmo1	0
Fmo5	3
Fmod	9
Fmr1	5
Fn1	8
Fn3k	5
Fn3krp	7
Fnbp1	8
Fnbp1l	7
Fnbp4	8
Fndc10	9
Fndc3a	6
Fndc3b	2
Fndc4	4
Fnip1	5
Fnip2	2
Fnta	4
Fntb	6
Focad	7
Folr1	5
Fopnl	3
Fos	6
Fosl2	3
Foxc1	1
Foxc2	9
Foxj2	7
Foxj3	9
Foxk1	7
Foxk2	4
Foxm1	5
Foxn2	2
Foxn3	4
Foxo1	7
Foxo3	8
Foxo4	3
Foxp1	1
Foxp4	5
Foxq1	9
Foxred1	7
Foxred2	7
Fpgs	5
Fpgt	3
Fra10ac1	6
Fras1	4
Frat1	0
Frat2	6
Frem2	4
Frg1	5
Frk	6
Frmd4a	4
Frmd4b	5
Frmd5	8
Frmd6	8
Frmd8	8
Frrs1	8
Frs2	6
Fry	7
Fryl	2
Frzb	3
Fscn1	7
Fsd1	1
Fsd1l	5
Fst	4
Fstl1	4
Fth1	6
Ftl1	8
Fto	8
Ftsj1	0
Ftsj3	6
Fubp1	7
Fubp3	9
Fuca1	0
Fuca2	0
Fundc1	5
Fundc2	1
Fuom	1
Furin	8
Fus	2
Fut10	3
Fut11	6
Fut8	5
Fut9	9
Fuz	4
Fv1	7
Fxn	8
Fxr1	6
Fxr2	5
Fxyd1	4
Fxyd5	4
Fxyd6	9
Fyb	0
Fyco1	4
Fyn	4
Fyttd1	4
Fzd1	3
Fzd2	0
Fzd3	4
Fzd4	6
Fzd5	8
Fzd6	9
Fzd7	5
Fzd8	8
Fzr1	3
G0s2	3
G2e3	7
G3bp1	4
G3bp2	3
G6pc3	7
G6pdx	4
Gaa	9
Gab1	3
Gab2	1
Gabarap	1
Gabarapl1	0
Gabarapl2	2
Gabbr1	2
Gabpa	1
Gabpb1	5
Gabpb2	2
Gabra3	8
Gabrb3	4
Gadd45a	8
Gadd45b	0
Gadd45g	3
Gadd45gip1	5
Gak	2
Gal3st3	7
Galc	3
Gale	4
Galk1	1
Galk2	3
Galm	3
Galns	2
Galnt1	1
Galnt10	0
Galnt11	2
Galnt16	8
Galnt17	6
Galnt18	9
Galnt2	1
Galnt4	1
Galnt6	1
Galnt7	9
Galt	6
Gamt	1
Gan	7
Ganab	3
Ganc	8
Gap43	1
Gapdh	5
Gapvd1	2
Gar1	7
Garem1	2
Garnl3	9
Gars	6
Gart	4
Gas1	0
Gas2	3
Gas2l1	1
Gas2l3	3
Gas6	2
Gas7	6
Gas8	5
Gask1b	9
Gata2	6
Gata3	5
Gata6	0
Gatad1	5
Gatad2a	4
Gatad2b	7
Gatb	7
Gatc	6
Gatd1	8
Gatd3a	0
Gatm	1
Gba	2
Gba2	1
Gbe1	4
Gbf1	0
Gbp2	6
Gbp3	8
Gbp5	8
Gbp7	0
Gbp9	1
Gca	8
Gcat	5
Gcc1	1
Gcc2	1
Gcdh	5
Gcfc2	5
Gch1	7
Gchfr	2
Gclc	9
Gclm	1
Gcn1	5
Gcnt1	7
Gcnt2	1
Gcnt4	8
Gcsh	7
Gda	7
Gdap1l1	0
Gdap2	1
Gde1	0
Gdf10	3
Gdf11	8
Gdf15	3
Gdi1	5
Gdi2	1
Gdpd1	5
Gdpd5	6
Gdpgp1	0
Gem	8
Gemin2	3
Gemin4	3
Gemin5	5
Gemin6	5
Gemin7	6
Gemin8	3
Gen1	6
Get1	8
Get4	2
Gfer	3
Gfm1	9
Gfm2	7
Gfod1	2
Gfod2	9
Gfpt1	0
Gfpt2	1
Gfra1	9
Gfra2	1
Gga1	0
Gga2	3
Gga3	7
Ggact	4
Ggct	4
Ggcx	0
Ggh	2
Ggnbp2	0
Ggps1	1
Ggt5	9
Ggt7	3
Ggta1	7
Ghdc	5
Ghitm	1
Ghr	8
Gid4	4
Gid8	5
Gigyf1	8
Gigyf2	1
Gimap4	7
Gimap6	7
Gimap9	1
Gin1	1
Ginm1	3
Gins1	6
Gins2	9
Gins3	2
Gins4	5
Gipc1	9
Git1	2
Git2	5
Gja1	2
Gja4	5
Gjb1	3
Gjb2	1
Gjc1	5
Gk	1
Gk5	4
Gkap1	4
Gla	8
Glb1	9
Glb1l	8
Glce	6
Gldc	9
Gle1	8
Glg1	3
Gli2	9
Gli3	2
Glipr1	5
Glipr2	7
Glis2	3
Glis3	4
Glmn	5
Glmp	0
Glo1	4
Glod4	9
Glrb	4
Glrx	3
Glrx2	7
Glrx3	3
Glrx5	3
Gls	0
Gls2	5
Glt1d1	7
Glt8d1	7
Glt8d2	8
Gltp	8
Glud1	3
Glul	9
Glyctk	3
Glyr1	7
Gm10033	1
Gm10130	5
Gm13889	2
Gm16286	2
Gm1673	3
Gm17018	4
Gm20594	4
Gm2a	0
Gm3550	8
Gm38394	0
Gm45871	8
Gm49336	6
Gm5617	7
Gm7072	4
Gmcl1	4
Gmds	0
Gmeb1	0
Gmeb2	3
Gmfb	2
Gmfg	7
Gmip	2
Gmnn	7
Gmppa	8
Gmppb	3
Gmpr	2
Gmpr2	2
Gmps	0
Gna11	5
Gna12	3
Gna13	4
Gna14	9
Gnai1	0
Gnai2	2
Gnai3	2
Gnao1	0
Gnaq	8
Gnas	2
Gnaz	2
Gnb1	5
Gnb1l	8
Gnb2	2
Gnb4	4
Gnb5	3
Gne	7
Gng10	9
Gng11	8
Gng12	5
Gng2	7
Gng3	5
Gng5	1
Gng7	4
Gngt2	6
Gnl1	8
Gnl2	9
Gnl3	8
Gnl3l	4
Gnmt	6
Gnpat	8
Gnpda1	6
Gnpda2	4
Gnpnat1	0
Gnptab	2
Gnptg	9
Gns	1
Golga1	0
Golga2	0
Golga3	5
Golga4	3
Golga5	7
Golga7	9
Golgb1	3
Golim4	3
Golm1	2
Golph3	8
Golph3l	9
Golt1b	2
Gon4l	3
Gon7	8
Gopc	6
Gorab	5
Gorasp1	5
Gorasp2	6
Gosr1	6
Gosr2	5
Got1	3
Got2	4
Gpaa1	0
Gpalpp1	8
Gpam	9
Gpank1	0
Gpat3	5
Gpat4	7
Gpatch1	0
Gpatch11	7
Gpatch2	9
Gpatch2l	3
Gpatch3	7
Gpatch4	2
Gpatch8	9
Gpbp1	1
Gpbp1l1	6
Gpc1	3
Gpc3	6
Gpc4	2
Gpc6	1
Gpcpd1	7
Gpd1	1
Gpd1l	3
Gpd2	3
Gphn	2
Gpi1	8
Gpkow	5
Gpld1	6
Gpm6a	4
Gpm6b	8
Gpn1	4
Gpn2	8
Gpn3	0
Gpnmb	3
Gpr107	2
Gpr108	4
Gpr137	9
Gpr137b	8
Gpr146	3
Gpr155	1
Gpr161	7
Gpr180	3
Gpr182	2
Gpr19	9
Gpr89	0
Gprasp1	0
Gprasp2	3
Gprc5a	5
Gprc5b	4
Gprc5c	8
Gprin3	3
Gps1	2
Gps2	7
Gpsm1	8
Gpsm2	8
Gpt	1
Gpt2	6
Gpx1	9
Gpx3	8
Gpx4	9
Gpx7	9
Gpx8	3
Gramd1a	9
Gramd1b	3
Gramd1c	9
Gramd3	0
Gramd4	0
Grap	5
Grasp	0
Grb10	2
Grb14	7
Grb2	2
Grb7	1
Grcc10	4
Grem2	8
Grhpr	8
Gria3	7
Grik3	2
Grik5	3
Grina	9
Grip1	3
Gripap1	1
Grk2	1
Grk3	2
Grk5	2
Grk6	5
Grn	9
Grpel1	5
Grpel2	9
Grsf1	2
Grtp1	9
Grwd1	2
Gsap	3
Gsdmd	6
Gsdme	0
Gse1	2
Gsk3a	8
Gsk3b	5
Gskip	3
Gsn	0
Gspt1	4
Gspt2	7
Gsr	0
Gss	5
Gsta3	4
Gsta4	1
Gstcd	2
Gstk1	4
Gstm1	0
Gstm2	1
Gstm4	6
Gstm5	8
Gstm6	6
Gstm7	2
Gsto1	7
Gstp1	1
Gstt1	1
Gstt2	5
Gstt3	2
Gstz1	6
Gtdc1	0
Gtf2a1	3
Gtf2a2	4
Gtf2b	6
Gtf2e1	2
Gtf2e2	3
Gtf2f1	4
Gtf2f2	6
Gtf2h1	7
Gtf2h2	0
Gtf2h3	9
Gtf2h4	5
Gtf2h5	1
Gtf2i	8
Gtf2ird1	9
Gtf2ird2	8
Gtf3a	3
Gtf3c1	5
Gtf3c3	9
Gtf3c4	6
Gtf3c5	9
Gtf3c6	4
Gtpbp1	9
Gtpbp10	6
Gtpbp2	2
Gtpbp3	7
Gtpbp4	2
Gtpbp6	0
Gtpbp8	9
Gtse1	7
Gucd1	5
Gucy1a1	2
Gucy1a2	5
Gucy1b1	7
Guf1	2
Guk1	2
Gulp1	5
Gusb	1
Gxylt1	2
Gyg	4
Gypc	2
Gys1	1
Gzf1	3
H13	6
H1f0	8
H1f10	3
H2.Aa	2
H2.Ab1	1
H2.D1	7
H2.DMa	9
H2.Eb1	6
H2.K1	9
H2.Ke6	8
H2.M3	7
H2.Q4	5
H2.Q6	5
H2.Q7	2
H2.T22	3
H2.T23	1
H2.T24	0
H2az1	0
H2az2	8
H2bc21	2
H2bu2	5
H3f3a	8
H3f3b	7
H6pd	5
Habp4	6
Hacd1	1
Hacd2	5
Hacd3	9
Hacd4	1
Hace1	4
Hacl1	4
Hadh	0
Hadha	2
Hadhb	2
Hagh	6
Haghl	1
Hap1	9
Hapln4	2
Harbi1	3
Hars	0
Hars2	8
Has2	7
Haspin	5
Hat1	1
Haus1	8
Haus2	4
Haus3	6
Haus4	6
Haus5	5
Haus6	3
Haus7	9
Haus8	5
Hax1	8
Hba.a1	3
Hba.a2	2
Hbb.bs	3
Hbegf	0
Hbp1	1
Hbs1l	4
Hccs	4
Hcfc1	5
Hcfc1r1	2
Hcfc2	2
Hck	0
Hcls1	2
Hdac1	5
Hdac10	1
Hdac11	0
Hdac2	1
Hdac3	0
Hdac4	2
Hdac5	5
Hdac6	0
Hdac7	1
Hdac8	7
Hdac9	9
Hddc2	2
Hddc3	5
Hdgf	7
Hdgfl2	8
Hdgfl3	3
Hdhd2	1
Hdhd3	7
Hdhd5	0
Hdlbp	4
Hdx	4
Heatr1	8
Heatr3	0
Heatr5a	2
Heatr5b	8
Heatr6	2
Hebp1	7
Hebp2	4
Heca	7
Hectd1	2
Hectd2	6
Hectd3	1
Hectd4	6
Hecw2	1
Heg1	1
Helb	4
Hells	8
Helq	0
Helz	5
Helz2	8
Hemk1	7
Heph	3
Herc1	6
Herc2	8
Herc3	7
Herc4	9
Herc6	4
Herpud1	5
Herpud2	4
Hes1	9
Hes6	9
Hexa	2
Hexb	5
Hexdc	7
Hexim1	2
Hexim2	8
Hey1	5
Heyl	3
Hfe	6
Hgf	3
Hgh1	3
Hgs	5
Hgsnat	9
Hhat	6
Hhex	4
Hhip	1
Hibadh	6
Hibch	4
Hid1	7
Hif1a	7
Hif1an	9
Higd1a	3
Higd2a	0
Hikeshi	8
Hilpda	0
Hinfp	8
Hint1	6
Hint2	1
Hint3	8
Hip1	3
Hip1r	7
Hipk1	6
Hipk2	1
Hipk3	4
Hirip3	0
Hivep1	4
Hivep2	8
Hjurp	7
Hk1	4
Hk2	1
Hlcs	7
Hlf	1
Hltf	7
Hlx	0
Hmbox1	0
Hmbs	1
Hmces	4
Hmg20a	4
Hmg20b	0
Hmga2	3
Hmgb1	3
Hmgb2	1
Hmgb3	8
Hmgcl	1
Hmgcll1	5
Hmgcr	9
Hmgcs1	8
Hmgcs2	4
Hmgn1	5
Hmgn3	6
Hmgn5	1
Hmgxb3	8
Hmgxb4	4
Hmmr	3
Hmox1	1
Hmox2	3
Hnmt	8
Hnrnpa0	1
Hnrnpa1	2
Hnrnpa2b1	3
Hnrnpa3	5
Hnrnpab	1
Hnrnpc	9
Hnrnpd	9
Hnrnpdl	4
Hnrnpf	9
Hnrnph1	9
Hnrnph2	7
Hnrnph3	2
Hnrnpk	0
Hnrnpl	8
Hnrnpll	8
Hnrnpm	1
Hnrnpr	5
Hnrnpu	5
Hnrnpul1	7
Hnrnpul2	4
Homer1	8
Homer2	4
Homer3	6
Homez	2
Hook1	5
Hook2	6
Hook3	8
Hopx	6
Hoxa5	4
Hoxa7	2
Hp	0
Hp1bp3	5
Hpca	7
Hpcal1	0
Hpdl	5
Hpf1	9
Hpgd	0
Hpgds	4
Hprt	7
Hps1	6
Hps3	5
Hps4	8
Hps5	1
Hps6	2
Hpse	4
Hras	0
Hrob	7
Hs1bp3	0
Hs2st1	4
Hs3st1	6
Hs6st1	2
Hs6st2	9
Hsbp1	4
Hscb	7
Hsd11b1	5
Hsd17b10	2
Hsd17b11	4
Hsd17b12	1
Hsd17b4	6
Hsd17b7	0
Hsd3b7	5
Hsdl1	3
Hsdl2	4
Hsf1	9
Hsf2	4
Hsf4	4
Hsp90aa1	1
Hsp90ab1	6
Hsp90b1	7
Hspa12a	0
Hspa12b	1
Hspa13	7
Hspa14	9
Hspa1b	8
Hspa2	4
Hspa4	8
Hspa4l	0
Hspa5	7
Hspa8	9
Hspa9	9
Hspb1	7
Hspb11	7
Hspb6	1
Hspb8	3
Hspbap1	6
Hspbp1	0
Hspd1	3
Hspe1	4
Hspg2	6
Hsph1	1
Htatip2	1
Htatsf1	2
Htra1	2
Htra2	0
Htra3	3
Htt	6
Hunk	2
Hus1	3
Huwe1	8
Hvcn1	9
Hyal1	8
Hyal2	5
Hykk	8
Hyls1	6
Hyou1	2
Hypk	3
Iah1	6
Iars	9
Iars2	6
Iba57	8
Ibtk	6
Ica1	3
Icam1	8
Icam2	2
Ice1	1
Ice2	7
Icmt	9
Icosl	8
Id1	0
Id2	9
Id3	0
Id4	1
Idh1	5
Idh2	7
Idh3a	9
Idh3b	0
Idh3g	3
Idi1	3
Idnk	2
Ids	8
Idua	1
Ier2	7
Ier3	2
Ier3ip1	4
Ier5	2
Ier5l	6
Iffo1	3
Ifi203	3
Ifi204	0
Ifi207	2
Ifi27	5
Ifi27l2a	4
Ifi35	7
Ifi44	5
Ifi47	2
Ifih1	2
Ifit1	1
Ifit2	3
Ifit3	1
Ifitm1	9
Ifitm2	4
Ifitm3	7
Ifnar1	3
Ifnar2	3
Ifngr1	7
Ifngr2	9
Ifrd1	0
Ifrd2	3
Ift122	1
Ift140	2
Ift172	0
Ift20	5
Ift22	6
Ift27	7
Ift43	0
Ift46	9
Ift52	9
Ift57	5
Ift74	0
Ift80	0
Ift81	3
Ift88	0
Igbp1	2
Igdcc4	8
Igf1	0
Igf1r	0
Igf2bp1	1
Igf2bp2	6
Igf2bp3	8
Igf2r	2
Igfbp2	0
Igfbp3	4
Igfbp4	0
Igfbp5	0
Igfbp6	5
Igfbp7	1
Ighmbp2	8
Igsf10	6
Igsf11	5
Igsf3	3
Igsf8	9
Igsf9	3
Igsf9b	2
Igtp	3
Iigp1	1
Ik	5
Ikbip	8
Ikbkb	8
Ikbke	9
Ikbkg	7
Ikzf1	5
Ikzf2	7
Ikzf5	2
Il10rb	7
Il11ra1	5
Il13ra1	6
Il15ra	7
Il16	9
Il17ra	3
Il17rc	3
Il17rd	9
Il18	6
Il1r1	7
Il1rap	2
Il2rg	7
Il33	9
Il34	9
Il3ra	8
Il4ra	5
Il6ra	7
Il6st	3
Ildr2	1
Ilf2	2
Ilf3	3
Ilk	9
Ilkap	1
Ilrun	6
Ilvbl	4
Immp1l	0
Immp2l	7
Immt	3
Imp3	9
Imp4	6
Impa1	0
Impa2	0
Impact	7
Impad1	3
Impdh1	5
Impdh2	3
Ina	5
Inafm1	5
Inafm2	1
Inava	8
Inca1	1
Incenp	4
Inf2	2
Ing1	1
Ing2	4
Ing3	6
Ing4	1
Ing5	7
Inhba	7
Inhbb	6
Inip	0
Inka1	5
Inka2	7
Ino80	7
Ino80b	5
Ino80c	0
Ino80d	4
Ino80e	7
Inpp1	9
Inpp4a	3
Inpp4b	9
Inpp5a	3
Inpp5b	1
Inpp5d	2
Inpp5e	4
Inpp5f	6
Inpp5k	0
Inppl1	9
Insc	1
Insig1	1
Insig2	2
Insl6	4
Insr	8
Ints1	6
Ints10	8
Ints11	4
Ints12	7
Ints13	1
Ints14	4
Ints2	6
Ints3	5
Ints4	6
Ints5	3
Ints6	2
Ints6l	8
Ints7	2
Ints8	1
Ints9	7
Intu	9
Invs	2
Ip6k1	9
Ip6k2	3
Ipmk	4
Ipo11	7
Ipo13	5
Ipo4	4
Ipo5	7
Ipo7	6
Ipo8	2
Ipo9	3
Ipp	6
Ippk	2
Iqcb1	5
Iqcc	9
Iqce	3
Iqcg	9
Iqgap1	2
Iqgap2	8
Iqgap3	0
Iqschfp	9
Iqsec1	3
Iqsec2	4
Irak1	7
Irak1bp1	8
Irak2	7
Irak3	5
Irak4	8
Ireb2	6
Irf1	3
Irf2	3
Irf2bp1	5
Irf2bp2	0
Irf2bpl	0
Irf3	3
Irf5	3
Irf6	4
Irf7	3
Irf8	7
Irf9	3
Irgm1	6
Irgm2	5
Irgq	4
Irs1	3
Irs2	7
Irx1	9
Irx2	0
Irx5	8
Isca1	8
Isca2	1
Iscu	6
Isg15	1
Isg20	4
Isg20l2	7
Islr	9
Islr2	4
Isoc1	0
Isoc2a	6
Isoc2b	3
Ist1	9
Isy1	2
Isyna1	5
Itch	2
Itfg1	7
Itfg2	6
Itga1	9
Itga2b	3
Itga3	0
Itga4	7
Itga5	2
Itga6	5
Itga7	2
Itga8	8
Itga9	7
Itgal	8
Itgav	8
Itgb1	3
Itgb1bp1	4
Itgb2	0
Itgb3	5
Itgb3bp	4
Itgb4	3
Itgb5	2
Itgb7	0
Itgb8	0
Itih2	1
Itih5	6
Itm2a	7
Itm2b	2
Itm2c	4
Itpa	5
Itpk1	3
Itpkb	6
Itpkc	2
Itpr1	7
Itpr2	6
Itpr3	5
Itprid2	0
Itprip	2
Itpripl1	3
Itpripl2	7
Itsn1	3
Itsn2	8
Ivd	5
Ivns1abp	7
Iws1	4
Izumo4	9
Jade1	4
Jade2	0
Jade3	1
Jag1	2
Jag2	5
Jagn1	1
Jak1	1
Jak2	7
Jak3	6
Jam2	7
Jam3	4
Jarid2	4
Jazf1	2
Jcad	7
Jdp2	4
Jkamp	2
Jmjd1c	9
Jmjd4	7
Jmjd6	2
Jmjd8	0
Jmy	4
Josd1	1
Josd2	7
Jpt1	2
Jpt2	0
Jrk	2
Jrkl	7
Jtb	9
Jun	5
Junb	8
Jund	5
Jup	8
Kalrn	5
Kank1	7
Kank2	0
Kank3	2
Kank4	8
Kansl1	9
Kansl1l	1
Kansl2	2
Kansl3	8
Kantr	5
Kars	4
Kat14	3
Kat2a	3
Kat2b	8
Kat5	5
Kat6a	1
Kat6b	2
Kat7	9
Kat8	5
Katna1	9
Katnal1	6
Katnal2	2
Katnb1	0
Katnbl1	1
Kazn	1
Kbtbd11	5
Kbtbd2	5
Kbtbd3	7
Kbtbd4	2
Kbtbd7	7
Kbtbd8	6
Kcmf1	5
Kcnab1	5
Kcnab2	6
Kcnc3	3
Kcnh2	9
Kcnj10	1
Kcnj2	7
Kcnj8	9
Kcnk1	6
Kcnk5	0
Kcnn2	2
Kctd1	2
Kctd10	8
Kctd11	8
Kctd12	2
Kctd12b	2
Kctd13	0
Kctd15	7
Kctd17	0
Kctd18	9
Kctd2	9
Kctd20	0
Kctd21	8
Kctd3	7
Kctd5	5
Kctd6	2
Kctd7	2
Kctd9	6
Kdelr1	6
Kdelr2	8
Kdelr3	8
Kdm1a	2
Kdm1b	7
Kdm2a	0
Kdm2b	4
Kdm3a	7
Kdm3b	1
Kdm4a	4
Kdm4b	8
Kdm4c	2
Kdm5a	9
Kdm5b	1
Kdm5c	5
Kdm5d	6
Kdm6a	4
Kdm6b	1
Kdm7a	4
Kdm8	4
Kdr	4
Kdsr	9
Keap1	3
Khdc4	8
Khdrbs1	8
Khdrbs3	5
Khk	3
Khnyn	0
Khsrp	1
Kidins220	5
Kif11	3
Kif13a	3
Kif13b	9
Kif14	1
Kif15	3
Kif16b	4
Kif18a	2
Kif18b	7
Kif1a	1
Kif1b	7
Kif1c	7
Kif20a	6
Kif20b	5
Kif21a	1
Kif21b	7
Kif22	8
Kif23	9
Kif24	9
Kif26a	0
Kif26b	7
Kif2a	4
Kif2c	3
Kif3a	8
Kif3b	5
Kif3c	4
Kif4	1
Kif5a	3
Kif5b	7
Kif5c	0
Kif7	9
Kifap3	0
Kifbp	3
Kifc1	5
Kifc3	1
Kifc5b	2
Kin	2
Kirrel	7
Kit	8
Kitl	5
Kiz	2
Klc1	8
Klc2	7
Klc3	4
Klc4	6
Klf10	3
Klf11	8
Klf12	8
Klf13	0
Klf15	8
Klf16	3
Klf2	5
Klf3	9
Klf4	4
Klf5	4
Klf6	6
Klf7	8
Klf8	6
Klf9	0
Klhdc1	3
Klhdc10	2
Klhdc2	4
Klhdc3	8
Klhdc4	6
Klhdc7a	4
Klhdc8a	6
Klhdc8b	7
Klhl11	0
Klhl12	3
Klhl13	3
Klhl15	9
Klhl18	7
Klhl2	9
Klhl20	4
Klhl21	1
Klhl22	3
Klhl23	1
Klhl24	9
Klhl25	9
Klhl26	4
Klhl28	2
Klhl3	7
Klhl36	1
